condition,problem_id,mean_norm_seq_lp,std_norm_seq_lp,iqr_norm_seq_lp,naive_entropy,n_completions
fuzz0.5,2962,-0.24420013763361642,0.07289269601226939,0.1406694880520036,1.6067344335456597,5
fuzz0.5,2831,-0.2850087634971511,0.0914462677160903,0.14238070158595667,1.6053192268355132,5
fuzz0.9,1717,-0.18225677796700182,0.03485281403521951,0.03441241906243894,1.6088227874585663,5
fuzz0.9,1413,-0.25747151633959725,0.0760791862630263,0.09723145056336852,1.6066601034553907,5
fuzz0.9,2982,-0.432407494339507,0.07182709477134043,0.06865306111558872,1.606995506122228,5
fuzz0.9,1138,-0.3943977320132862,0.10480245730425737,0.19226951176468488,1.6038182307146902,5
fuzz0.9,410,-0.2404096743512226,0.11006351471575214,0.09829078661854188,1.6037037301921986,5
fuzz0.9,1820,-0.18399175684238547,0.019305142473560893,0.010818664225317326,1.6092544501741939,5
fuzz0.9,914,-0.37297054688118547,0.07441818352401303,0.060828906445704156,1.606528113450435,5
fuzz0.9,1043,-0.43084376706913147,0.05520270576292244,0.0473915511690407,1.6079571885184891,5
fuzz0.9,2217,-0.2860028210011897,0.09261463745531494,0.18883095658665675,1.60524705021992,5
fuzz0.9,522,-0.14353945834139198,0.0342671240904786,0.045781996121561475,1.608858104773675,5
fuzz0.9,1871,-0.44930458414105967,0.04620595989195791,0.0613958338023729,1.6083543957761681,5
fuzz0.9,1168,-0.3916378380378027,0.1343662667937844,0.017854668911362004,1.5993712704843877,5
fuzz0.9,619,-0.3036913461415847,0.11595682999491107,0.22927611932661904,1.6027468692765916,5
fuzz0.9,897,-0.17819785733708954,0.06343835977363359,0.10185696188617718,1.6074042038800735,5
fuzz0.9,577,-0.36459257446540616,0.038497065386278666,0.06594487302316054,1.6086922329661286,5
fuzz0.9,1333,-0.2788105849554229,0.06698113299126196,0.07480110782567326,1.6072322823186376,5
fuzz0.9,2188,-0.40137350701787283,0.04210928886929483,0.07169420872840743,1.6085453832926746,5
fuzz0.9,1580,-0.3435764414807143,0.07581021374260952,0.03925291702152417,1.6065204151922314,5
fuzz0.9,1338,-0.39286510384253703,0.029356056397838313,0.026533218473490494,1.6090077318033336,5
fuzz0.9,2183,-0.15833550007487154,0.061453467995259,0.11499377115517001,1.6075640404908038,5
fuzz0.9,61,-0.28416572342722435,0.09097606918236999,0.12335550099893344,1.6053314643933145,5
fuzz0.9,3029,-0.17888063908339205,0.0816528463487307,0.14829486251099896,1.6060422796056466,5
fuzz0.9,167,-0.22734588654140248,0.0616620240781475,0.10180171361505438,1.60757725912694,5
fuzz0.9,827,-0.16971034667147983,0.07387309496354932,0.12317088747918087,1.6067500173163038,5
fuzz0.9,1231,-0.36296043375333553,0.07433697651595281,0.09203037525366281,1.6065887487641206,5
fuzz0.9,392,-0.22726619421206048,0.11196641873238262,0.19450081007172065,1.6030514574674077,5
fuzz0.9,450,-0.49737362394373436,0.04241767533677277,0.06543872021345604,1.608552493991112,5
fuzz0.9,531,-0.15476520770715352,0.04064739047506221,0.04894657592746335,1.6086176627374253,5
fuzz0.9,1830,-0.27722300363312535,0.10345414714220157,0.04372173582384936,1.6036458324938716,5
fuzz0.9,171,-0.12109692782971664,0.05464163214814786,0.09957529232240897,1.6079392393434526,5
fuzz0.9,1935,-0.29813081725933555,0.11168146890749617,0.14601079589786758,1.6029768709871792,5
fuzz0.9,1855,-0.26890319543727786,0.0942684254766297,0.10990856700135376,1.6048998582494338,5
fuzz0.9,333,-0.15731858764737053,0.13291941142224856,0.07494543988761294,1.601646944863201,5
fuzz0.9,2650,-0.31355857277890503,0.1103320137988321,0.1401439607237386,1.6033684485953326,5
fuzz0.9,2719,-0.14577954953294925,0.08390770203299683,0.133626447280618,1.606012779481981,5
fuzz0.9,2426,-0.5312497719626098,0.07372460825702304,0.1136460220342157,1.606639670222624,5
fuzz0.9,1756,-0.06023038703102194,0.027247910307972748,0.008578135851012574,1.60907577439573,5
fuzz0.9,1170,-0.3069634143939513,0.11363344303480895,0.1559499220326536,1.6030083569186884,5
fuzz0.9,1578,-0.1942823204690619,0.09489687591276405,0.09145790486475036,1.6051919435769273,5
fuzz0.9,3091,-0.04232658178026786,0.02377618923491408,0.02204871480509295,1.6091602282883186,5
fuzz0.9,2627,-0.5786430238162935,0.10111462267703504,0.05653061075463017,1.6044958236119207,5
fuzz0.9,1434,-0.19876180105570723,0.040115852698319784,0.04179962904669507,1.6086342913493104,5
fuzz0.9,1306,-0.3773811843132827,0.008017325508588424,0.010248596506894081,1.6094057052131414,5
fuzz0.9,2015,-0.29033851171524044,0.11115908806427885,0.14357081294260177,1.603155283083578,5
fuzz0.9,3079,-0.34328384050269933,0.05443162164523225,0.07217151265611016,1.6079657464712422,5
fuzz0.9,482,-0.2670612107362885,0.02467022639668811,0.030202985672659444,1.609137719686117,5
fuzz0.9,2914,-0.14848316328736827,0.06976963173133459,0.04358619909573097,1.6071381449384212,5
fuzz0.9,1671,-0.25206275112483334,0.07312817793086641,0.093042086934019,1.6068515244323311,5
fuzz0.9,2962,-0.32833453917148925,0.08883235749422166,0.1040799020554305,1.6052971790173158,5
fuzz0.9,2831,-0.4192526261107539,0.04991620780464932,0.04045008095429059,1.6081636149619687,5
